# DecayCore target curve
# Target: Toole
# Frequency_Hz Magnitude_dB
3273.938167 -1.636969
3336.904142 -1.668452
3401.081109 -1.700541
3466.492359 -1.733246
3533.161630 -1.766581
3601.113117 -1.800557
3670.371481 -1.835186
3740.961854 -1.870481
3812.909857 -1.906455
3886.241598 -1.943121
3960.983691 -1.980492
4037.163260 -2.012388
4114.807952 -2.038269
4193.945945 -2.064649
4274.605958 -2.091535
4356.817264 -2.118939
4440.609698 -2.146870
4526.013668 -2.175338
4613.060170 -2.204353
4701.780792 -2.233927
4792.207733 -2.264069
4884.373808 -2.294791
4978.312466 -2.326104
5074.057799 -2.358019
5171.644552 -2.390548
5271.108142 -2.423703
5372.484663 -2.457495
5475.810907 -2.491937
5581.124372 -2.527041
5688.463277 -2.562821
5797.866576 -2.599289
5909.373973 -2.636458
6023.025934 -2.674342
6138.863706 -2.712955
6256.929325 -2.752310
6377.265641 -2.792422
6499.916322 -2.833305
6624.925882 -2.874975
6752.339687 -2.917447
6882.203975 -2.960735
7014.565877 -3.004855
7149.473428 -3.049824
7286.975587 -3.095659
7427.122254 -3.142374
7569.964290 -3.189988
7715.553534 -3.238518
7863.942821 -3.287981
8015.186003 -3.338395
8169.337968 -3.389779
8326.454659 -3.442152
8486.593094 -3.495531
8649.811390 -3.549937
8816.168780 -3.605390
8985.725636 -3.661909
9158.543492 -3.719514
9334.685066 -3.778228
9514.214280 -3.838071
9697.196288 -3.899065
9883.697494 -3.961232
10073.785583 -4.014757
10267.529539 -4.053506
10464.999673 -4.093000
10666.267648 -4.133254
10871.406508 -4.174281
11080.490698 -4.216098
11293.596097 -4.258719
11510.800043 -4.302160
11732.181362 -4.346436
11957.820394 -4.391564
12187.799025 -4.437560
12422.200718 -4.484440
12661.110539 -4.532222
12904.615189 -4.580923
13152.803040 -4.630561
13405.764160 -4.681153
13663.590352 -4.732718
13926.375184 -4.785275
14194.214021 -4.838843
14467.204065 -4.893441
14745.444387 -4.949089
15029.035962 -5.005807
15318.081709 -5.063616
15612.686524 -5.122537
15912.957323 -5.182591
16219.003077 -5.243801
16530.934851 -5.306187
16848.865849 -5.369773
17172.911452 -5.434582
17503.189257 -5.500638
17839.819126 -5.567964
18182.923225 -5.636585
18532.626070 -5.706525
18889.054569 -5.777811
19252.338076 -5.850468
19622.608428 -5.924522
20000.000000 -6.000000
