# DecayCore target curve
# Target: Cinema
# Frequency_Hz Magnitude_dB
10.000000 0.000000
10.192325 0.000000
10.388349 0.000000
10.588142 0.000000
10.791779 0.000000
10.999331 0.000000
11.210876 0.000000
11.426489 0.000000
11.646249 0.000000
11.870235 0.000000
12.098529 0.000000
12.331214 0.000000
12.568374 0.000000
12.810095 0.000000
13.056465 0.000000
13.307573 0.000000
13.563511 0.000000
13.824371 0.000000
14.090248 0.000000
14.361239 0.000000
14.637441 0.000000
14.918956 0.000000
15.205884 0.000000
15.498331 0.000000
15.796403 0.000000
16.100207 0.000000
16.409854 0.000000
16.725456 0.000000
17.047128 0.000000
17.374987 0.000000
17.709151 0.000000
18.049742 0.000000
18.396884 0.000000
18.750701 0.000000
19.111324 0.000000
19.478882 0.000000
19.853510 0.000000
20.235342 0.000000
20.624518 0.000000
21.021179 0.000000
21.425468 0.000000
21.837533 0.000000
22.257524 0.000000
22.685591 0.000000
23.121891 0.000000
23.566583 0.000000
24.019827 0.000000
24.481788 0.000000
24.952634 0.000000
25.432535 0.000000
25.921666 0.000000
26.420204 0.000000
26.928330 0.000000
27.446229 0.000000
27.974088 0.000000
28.512099 0.000000
29.060458 0.000000
29.619363 0.000000
30.189017 0.000000
30.769627 0.000000
31.361403 0.000000
31.964561 0.000000
32.579319 0.000000
33.205901 0.000000
33.844533 0.000000
34.495447 0.000000
35.158880 0.000000
35.835073 0.000000
36.524271 0.000000
37.226723 0.000000
37.942686 0.000000
38.672418 0.000000
39.416185 0.000000
40.174256 0.000000
40.946907 0.000000
41.734418 0.000000
42.537075 0.000000
43.355168 0.000000
44.188996 0.000000
45.038860 0.000000
45.905070 0.000000
46.787938 0.000000
47.687787 0.000000
48.604942 0.000000
49.539735 0.000000
50.492508 0.000000
51.463604 0.000000
52.453377 0.000000
53.462186 0.000000
54.490397 0.000000
55.538383 0.000000
56.606524 0.000000
57.695209 0.000000
58.804831 0.000000
59.935794 0.000000
61.088509 0.000000
62.263393 0.000000
63.460873 0.000000
64.681383 0.000000
65.925367 0.000000
67.193276 0.000000
68.485570 0.000000
69.802717 0.000000
71.145197 0.000000
72.513496 0.000000
73.908111 0.000000
75.329548 0.000000
76.778323 0.000000
78.254961 0.000000
79.759998 0.000000
81.293982 0.000000
82.857467 0.000000
84.451022 0.000000
86.075226 0.000000
87.730666 0.000000
89.417945 0.000000
91.137675 0.000000
92.890479 0.000000
94.676994 0.000000
96.497868 0.000000
98.353762 0.000000
100.245349 0.000000
102.173317 0.000000
104.138364 0.000000
106.141204 0.000000
108.182563 0.000000
110.263183 0.000000
112.383818 0.000000
114.545239 0.000000
116.748228 0.000000
118.993587 0.000000
121.282130 0.000000
123.614687 0.000000
125.992105 0.000000
128.415247 0.000000
130.884991 0.000000
133.402235 0.000000
135.967892 0.000000
138.582893 0.000000
141.248187 0.000000
143.964741 0.000000
146.733541 0.000000
149.555592 0.000000
152.431918 0.000000
155.363563 0.000000
158.351590 0.000000
161.397085 0.000000
164.501153 0.000000
167.664919 0.000000
170.889533 0.000000
174.176163 0.000000
177.526004 0.000000
180.940271 0.000000
184.420203 0.000000
187.967062 0.000000
191.582136 0.000000
195.266737 0.000000
199.022202 0.000000
202.849894 0.000000
206.751202 0.000000
210.727542 0.000000
214.780357 0.000000
218.911117 0.000000
223.121323 0.000000
227.412501 0.000000
231.786209 0.000000
236.244034 0.000000
240.787595 0.000000
245.418539 0.000000
250.138548 0.000000
254.949335 0.000000
259.852645 0.000000
264.850257 0.000000
269.943987 0.000000
275.135681 0.000000
280.427224 0.000000
285.820538 0.000000
291.317577 0.000000
296.920339 0.000000
302.630856 0.000000
308.451200 0.000000
314.383484 0.000000
320.429860 0.000000
326.592524 0.000000
332.873710 0.000000
339.275700 0.000000
345.800815 0.000000
352.451425 0.000000
359.229943 0.000000
366.138828 0.000000
373.180589 0.000000
380.357780 0.000000
387.673006 0.000000
395.128922 0.000000
402.728234 0.000000
410.473700 0.000000
418.368130 0.000000
426.414390 0.000000
434.615400 0.000000
442.974135 0.000000
451.493630 0.000000
460.176975 0.000000
469.027323 0.000000
478.047885 0.000000
487.241935 0.000000
496.612810 0.000000
506.163909 0.000000
515.898700 0.000000
525.820716 0.000000
535.933556 0.000000
546.240892 0.000000
556.746463 0.000000
567.454082 0.000000
578.367636 0.000000
589.491084 0.000000
600.828464 0.000000
612.383890 0.000000
624.161555 0.000000
636.165735 0.000000
648.400784 0.000000
660.871144 0.000000
673.581340 0.000000
